Zip,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022,January 2023,February 2023,March 2023,zip_2022_total,zip_overall_total,OBJECTID,ZIPCODE2,ZIPNAME,EXISTING,Shape_Length,Shape_Area
21405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,1,6,510,02400321405,Sherwood Forest,MDPV_2017_18,6105.43551385157,1826872.11505199
21529,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6,NA,NA,NA,NA,NA,NA
21652,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,259,02404121652,Neavitt,MDPV2017_18,11465.5002738842,2125866.76940845
21714,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,6,6,NA,NA,NA,NA,NA,NA
21762,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,5,6,NA,NA,NA,NA,NA,NA
21802,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,5,6,NA,NA,NA,NA,NA,NA
20609,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,5,372,02403720609,Avenue,MDPV_2017_18,4301.91834022519,419948.642848388
20609,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,5,387,02403720609,Avenue,MDPV_2017_18,71202.726855432,42170540.3900168
20680,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,4,5,394,02403720680,Ridge,MDPV_2017_18,11888.8367214954,3515030.1709689
20680,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,4,5,395,02403720680,Ridge,MDPV_2017_18,61114.9925409667,23852097.2546056
20692,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,5,391,02403720692,Valley Lee,MDPV_2017_18,54311.0089680273,33261545.8781047
20868,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,5,418,02403120868,Spencerville,MDPV_2017_18,23539.4588123989,7431289.4534087
21610,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,4,5,222,02402921610,Betterton,MDPV2017_18,22006.7743460025,10521137.7310536
21662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,4,5,262,02404121662,Royal Oak,MDPV2017_18,93487.4273849081,35584363.6606471
21677,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,5,152,02401921677,Woolford,MDPV2017_18,62349.8015626905,54906027.0082119
21734,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4,5,NA,NA,NA,NA,NA,NA
NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,3,5,NA,NA,NA,NA,NA,NA
20612,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,4,120,02401720612,Benedict,MDPV2017_18,5603.13087870045,899184.239180162
20632,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,4,126,02401720632,Faulkner,MDPV2017_18,33813.8693784572,28029643.0469009
20667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,4,378,02403720667,Park Hall,MDPV_2017_18,20029.9520466976,9408912.59064841
20758,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3,4,80,02400920758,Friendship,MDPV2017_18,5320.03749646101,887537.077155067
20758,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3,4,535,02400320758,Friendship,MDPV_2017_18,37705.5017235284,20404987.5310616
20880,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,451,02403120880,Washington Grove,MDPV_2017_18,7318.3407041782,1561455.69197415
21612,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,4,256,02404121612,Bozman,MDPV2017_18,78041.0585995963,24031331.9499389
21654,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,4,260,02404121654,Oxford,MDPV2017_18,97793.6624674139,48260979.353574
21676,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,4,267,02404121676,Wittman,MDPV2017_18,57240.5410689676,19813136.0376712
21723,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,365,02402721723,Cooksville,MDPV_2017_18,27532.5384002638,16031353.273095
20606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,370,02403720606,Abell,MDPV_2017_18,20907.979114185,5195206.43312593
20630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,373,02403720630,Drayden,MDPV_2017_18,61656.6436586989,29014825.3663893
21051,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,16,02400521051,Fork,MDPV2017_18,8989.55511398731,1974385.14299821
21130,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,NA,NA,NA,NA,NA,NA
21718,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,163,02402121718,Burkittsville,MDPV2017_18,8757.11013445988,2240431.79408076
21835,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,153,02401921835,Linkwood,MDPV2017_18,40861.8178074494,28880420.0552299
20626,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,371,02403720626,Coltons Point,MDPV_2017_18,19939.8728556858,6287531.01908053
20629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,68,02400920629,Dowell,MDPV2017_18,16220.9657803368,2820534.97285647
20635,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,NA,NA,NA,NA,NA,NA
20734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,NA,NA,NA,NA,NA,NA
20967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA
21077,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,529,02400321077,Harmans,MDPV_2017_18,12398.3938023812,3561119.45491906
21642,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
21644,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,238,02403521644,Ingleside,MDPV2017_18,30558.622055966,21705212.2986779
21653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA
21700,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
21715,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA
21717,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA
21867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA
19973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
20236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
20473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
20624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,385,02403720624,Clements,MDPV_2017_18,55172.2539309674,43316500.2082572
20686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA
20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,522,02400320765,Galesville,MDPV_2017_18,8834.45396172613,1828590.51525492
20812,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,430,02403120812,Glen Echo,MDPV_2017_18,4802.33295882131,1325214.3478559
20839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,435,02403120839,Beallsville,MDPV_2017_18,19413.2710224411,13343891.7216119
20896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,452,02403120896,Garrett Park,MDPV_2017_18,5711.54252209052,1092115.47570838
21000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
21056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,506,02400321056,Gibson Island,MDPV_2017_18,18091.2287283361,6349132.22668849
21105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
21107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,35,02400521153,Stevenson,MDPV2017_18,25271.8054571109,13140280.2548857
21260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,02402321523,Bloomington,MDPV2017_18,10409.1719682169,5184983.07754079
21546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
21627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,02401921627,Crocheron,MDPV2017_18,19183.4916101967,7056656.85050233
21637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
21647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,258,02404121647,McDaniel,MDPV2017_18,34873.1070820993,17008087.2004676
21650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,226,02402921650,Massey,MDPV2017_18,46962.3131776839,57261746.1502529
21656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,02404121665,Sherwood,MDPV2017_18,40721.94326935,14886955.4919669
21667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,229,02402921667,Still Pond,MDPV2017_18,41467.5815436687,21877809.2307206
21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,245,02403521679,Wye Mills,MDPV2017_18,14503.941935897,2647247.29888597
21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,268,02404121679,Wye Mills,MDPV2017_18,31259.5888502362,31271057.6484778
21737,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,355,02402721737,Glenelg,MDPV_2017_18,31649.7429913264,21297454.1525805
21744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
21760,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
21916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
21930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA
23692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA
20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,02403720670,Patuxent River,MDPV_2017_18,37046.9452263973,43256903.9905318
20701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,02402720701,Annapolis Junction,MDPV_2017_18,8252.80664419942,2394967.26771068
20701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,02400320701,Annapolis Junction,MDPV_2017_18,12865.9837420582,5372543.6114149
20702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,02403320742,College Park,MDPV_2017_18,11589.3457341202,6184674.38513697
20750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,02400320755,Fort George G Meade,MDPV_2017_18,57470.5942696801,93302120.7833459
20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,02403320762,Andrews Air Force Base,MDPV_2017_18,22811.0427041343,28937799.6173427
20771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,02403320771,Greenbelt,MDPV_2017_18,7127.45394794039,3105863.75822521
20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,02403120838,Barnesville,MDPV_2017_18,23740.9965751392,11300518.8538078
20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,02403120862,Brinklow,MDPV_2017_18,12678.2789357062,4596039.9035737
20873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,02403120889,Bethesda,MDPV_2017_18,3396.05364181219,572551.072439552
20892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,02403120892,Bethesda,MDPV_2017_18,7129.72375301727,2349886.99753294
20894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,02403120894,Bethesda,MDPV_2017_18,2874.87071546135,453823.403491953
20898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,02403120899,Gaithersburg,MDPV_2017_18,8642.02418913356,3915972.22675303
20907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
20956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,02402521005,Aberdeen Proving Ground,MDPV2017_18,251572.273182757,189797090.004569
21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,02402521010,Gunpowder,MDPV2017_18,108993.183326179,69426259.3569458
21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,02400521031,Hunt Valley,MDPV2017_18,10423.3580419714,3173807.87162042
21064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,02400521156,Upper Falls,MDPV2017_18,14887.7710914515,4561565.50985326
21203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,02400521235,Baltimore,MDPV2017_18,5067.41053299171,1342148.92992992
21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,02400321240,BWI Airport,MDPV_2017_18,21414.7466913633,19477657.0864485
21241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,02400521241,Baltimore,MDPV2017_18,3716.29757819621,459025.82515938
21250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,02400521250,Baltimore,MDPV2017_18,9462.40239931966,2858138.86948192
21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,02451021251,Baltimore,MDPV2017_18,6641.11583290225,950007.699365726
21252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,02400521252,Baltimore,MDPV2017_18,9996.23838429237,1849624.8774632
21287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,02451021287,Baltimore,MDPV2017_18,4071.28806904949,305325.975444191
21307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,02400321402,Naval Academy,MDPV_2017_18,19642.0724110601,5965871.45994136
21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,02400321402,Naval Academy,MDPV_2017_18,4294.65735466751,893074.023116178
21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,02400321402,Naval Academy,MDPV_2017_18,6442.63614516656,1193641.42056399
21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,02402321522,Bittinger,MDPV2017_18,32304.7268236979,11929112.0287639
21540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,02400121540,Luke,MDPV2017_18,3975.97687932779,1086396.71953745
21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,02401921669,Taylors Island,MDPV2017_18,162063.428487282,86959898.5583669
21670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,02402121790,Tuscarora,MDPV2017_18,27282.3141327354,23138069.6312754
21824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,02403921824,Ewell,MDPV2017_18,374570.674976628,41134486.3570761
21843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
21862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,02404721862,Showell,MDPV2017_18,10817.3399289311,2938530.86901397
21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,02403921890,Westover,MDPV2017_18,13444.7867549749,3862412.31750287
21906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
