"","Zip","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2020","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023"
"269","21136",6,7,16,16,18,15,17,18,21,32,31,26,21,32,20,30,29,31,41,35,33
"270","21138",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"271","21140",0,0,1,2,1,0,0,0,0,1,0,2,1,0,1,1,4,0,4,2,2
"272","21144",2,3,21,11,12,21,13,17,15,20,20,20,18,37,23,32,31,39,36,33,30
"273","21146",2,4,4,3,2,3,2,9,3,3,9,6,10,12,8,11,15,15,4,10,6
"274","21152",1,1,1,0,2,1,2,2,2,0,2,2,2,5,5,4,4,4,4,3,2
"275","21153",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"276","21154",4,2,3,2,1,6,5,1,5,5,3,4,4,4,5,4,2,3,3,2,6
"277","21155",0,0,0,1,2,1,0,1,1,1,4,1,2,1,1,1,2,6,0,0,1
"278","21156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","21157",2,0,14,14,11,16,17,15,9,19,19,20,15,25,18,20,16,18,18,19,35
"280","21158",1,1,6,11,12,9,11,11,15,17,8,11,21,12,18,13,11,12,13,12,13
"281","21160",0,0,1,3,1,0,0,1,1,0,2,3,6,0,4,0,0,1,1,4,1
"282","21161",1,2,2,1,3,2,1,2,1,7,2,3,6,1,6,4,3,5,5,3,8
"283","21162",3,1,0,4,2,0,1,5,6,7,5,4,6,4,10,5,8,5,9,10,7
"284","21163",1,1,0,4,1,3,2,2,3,1,1,2,3,3,3,6,3,3,2,4,5
"285","21201",0,0,5,4,2,2,3,4,5,3,9,1,3,5,2,3,3,2,5,3,3
"286","21202",2,3,10,7,5,2,3,8,6,9,11,7,8,13,8,11,15,9,16,13,9
"287","21203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","21204",4,1,3,3,1,1,1,1,0,2,3,3,1,4,2,2,4,4,4,5,2
"289","21205",11,4,12,8,11,7,3,4,3,16,8,12,8,9,9,10,7,13,11,12,18
"290","21206",17,33,65,47,53,46,57,71,74,104,77,102,87,129,93,95,99,110,126,126,96
"291","21207",13,13,51,49,43,38,64,48,56,81,69,67,65,93,84,85,80,100,132,94,96
"292","21208",7,8,13,16,24,10,21,15,22,31,32,29,20,42,38,35,31,39,47,41,42
"293","21209",3,4,10,5,6,6,9,9,10,14,11,7,10,16,8,11,5,11,8,12,4
"294","21210",0,1,0,0,2,1,2,3,0,1,1,0,0,0,1,0,0,0,2,3,0
"295","21211",0,3,5,10,5,7,3,5,6,8,6,12,10,10,6,11,3,7,10,7,9
"296","21212",7,12,10,18,12,11,13,13,23,15,24,14,31,25,27,25,29,24,46,16,26
"297","21213",18,16,39,33,44,24,30,36,34,65,50,47,36,51,53,52,40,58,63,74,67
"298","21214",11,9,21,17,19,21,29,22,34,50,28,41,51,56,48,41,43,49,67,45,45
"299","21215",10,25,47,57,41,31,54,38,51,96,59,80,64,79,76,92,71,83,105,88,86
"300","21216",9,14,31,42,38,37,27,29,36,57,41,48,51,58,42,50,47,50,53,61,44
"301","21217",4,2,19,20,16,15,25,24,16,28,23,27,17,39,35,23,27,33,36,34,52
"302","21218",13,20,24,33,25,29,42,26,32,42,32,42,35,50,50,36,43,56,54,54,35
"303","21219",1,3,5,5,5,11,8,5,5,12,9,11,6,13,7,12,11,13,10,9,22
"304","21220",4,8,42,31,21,29,37,34,44,37,39,56,41,69,62,59,58,62,66,59,47
"305","21221",8,17,30,24,28,24,20,17,38,52,27,40,34,50,44,49,40,42,66,57,51
"306","21222",9,20,42,41,53,42,54,44,69,85,62,84,69,70,91,82,89,89,102,101,83
"307","21223",3,12,19,24,17,15,19,11,11,26,18,22,13,27,18,19,17,14,31,22,22
"308","21224",9,27,45,34,23,25,25,31,36,50,36,39,32,44,39,41,41,44,50,56,48
"309","21225",4,8,23,29,21,22,24,22,33,36,31,21,27,29,36,37,37,38,45,26,29
"310","21226",0,3,5,6,5,7,7,5,6,10,5,4,7,5,5,7,5,12,9,7,6
"311","21227",5,10,20,29,15,21,19,18,28,33,26,33,41,42,38,42,31,38,51,38,28
"312","21228",3,9,17,19,13,17,21,11,11,36,24,24,26,40,27,25,29,24,35,34,32
"313","21229",6,18,43,52,40,42,63,48,60,87,64,53,68,73,89,83,74,74,99,75,87
"314","21230",6,11,15,23,24,17,16,16,28,37,28,36,29,33,21,32,27,30,40,39,45
"315","21231",3,4,3,4,5,4,10,5,6,3,9,12,11,10,7,8,11,6,10,10,7
"316","21233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","21234",11,23,40,41,37,39,57,36,56,67,46,70,52,75,73,73,63,64,87,62,72
"318","21235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","21236",2,8,18,24,16,24,30,27,31,36,35,31,35,30,30,44,36,40,39,30,29
"320","21237",4,8,21,27,21,17,35,17,33,31,28,19,24,42,48,39,37,40,42,33,39
"321","21239",6,13,24,28,31,21,35,24,31,47,38,44,55,51,48,57,43,51,68,58,53
"322","21240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","21241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","21244",11,9,19,31,14,21,33,27,32,45,36,40,24,57,42,44,32,45,64,41,47
"325","21250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","21251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","21252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","21260",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","21286",2,1,4,5,4,2,4,6,7,6,4,15,10,10,7,10,8,7,10,10,10
"330","21287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","21307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","21401",2,5,15,9,3,7,7,7,16,16,10,11,14,15,12,17,14,23,13,12,16
"333","21402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","21403",3,8,13,16,7,13,16,12,10,19,13,8,15,10,17,18,13,17,14,11,13
"335","21405",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
"336","21407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","21409",2,5,11,9,11,5,6,6,13,13,7,10,6,9,18,14,5,11,11,13,23
"338","21411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","21412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","21502",8,17,23,17,17,15,26,20,32,35,29,31,25,35,33,41,38,36,43,28,44
"341","21515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","21520",0,2,1,0,0,1,2,1,1,0,0,1,2,2,1,1,2,0,3,2,1
"343","21521",0,0,0,0,1,1,0,2,1,1,1,0,1,3,0,3,2,4,2,0,0
"344","21522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","21523",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","21524",0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0
"347","21528",0,0,2,1,0,1,1,0,2,1,1,3,1,1,2,1,6,3,3,2,4
"348","21529",0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"349","21530",0,0,2,1,2,0,0,1,1,0,0,1,2,1,1,0,1,0,2,0,1
"350","21531",0,1,2,4,0,1,0,1,0,1,0,2,1,1,0,2,0,0,0,0,2
"351","21532",2,3,7,7,6,3,5,3,6,6,7,4,8,6,10,7,10,13,13,6,16
"352","21536",3,1,5,0,0,0,2,0,3,2,0,2,0,0,1,0,1,4,2,1,1
"353","21538",1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
"354","21539",0,0,4,3,2,1,0,1,3,3,2,1,1,3,2,3,1,1,1,0,2
"355","21540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","21541",0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,1,0,0,1,1,0
"357","21542",0,1,1,0,2,1,1,0,0,0,0,1,1,3,3,3,2,4,1,1,3
"358","21543",0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,1
"359","21545",0,0,5,1,3,2,1,1,3,2,1,1,1,6,5,5,3,11,5,2,1
"360","21546",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","21550",7,4,10,4,10,6,6,4,6,8,8,17,4,5,7,9,11,11,11,5,8
"362","21555",0,3,1,0,0,3,2,1,0,1,2,1,1,1,0,4,1,3,0,1,0
"363","21557",1,2,1,0,2,1,0,1,3,3,3,2,1,1,3,1,0,9,0,2,3
"364","21561",1,1,1,3,1,3,1,1,1,1,1,0,1,1,3,0,1,0,4,4,1
"365","21562",2,2,6,3,2,3,2,3,3,4,1,4,5,6,3,5,5,3,6,5,3
"366","21601",3,3,9,5,13,5,9,8,7,11,6,18,9,7,9,10,11,19,14,10,15
"367","21602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","21603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","21607",0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,0,0,0,1,0,2
"370","21610",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"371","21612",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
"372","21613",2,6,6,9,6,3,2,10,11,9,8,16,14,9,14,9,16,17,12,13,19
"373","21617",0,3,1,7,7,9,2,5,5,6,7,6,4,9,15,10,13,7,9,13,6
"374","21619",1,0,4,3,4,3,1,3,1,8,6,6,6,3,6,4,2,3,8,8,5
"375","21620",3,6,1,7,3,2,1,7,5,5,9,9,8,12,12,5,9,8,5,7,5
"376","21621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","21622",2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
"378","21623",0,0,1,3,0,1,4,2,3,6,3,1,5,3,3,7,4,5,2,1,2
"379","21625",0,1,1,1,1,2,2,2,1,1,1,4,2,3,1,2,1,2,2,1,1
"380","21626",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,3
"381","21627",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","21628",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0
"383","21629",3,3,7,13,15,9,13,9,14,14,12,9,14,20,7,9,10,15,18,14,6
"384","21631",0,1,7,2,2,1,4,3,0,1,0,2,2,5,1,1,0,1,5,1,1
"385","21632",3,3,7,5,4,10,7,6,7,9,3,8,4,11,6,10,14,16,16,9,10
"386","21634",0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1
"387","21635",0,1,0,3,1,2,0,0,0,1,2,2,1,0,0,1,1,0,1,2,0
"388","21636",1,0,0,0,0,2,1,0,1,1,2,1,0,2,2,3,5,2,1,2,1
"389","21637",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","21638",0,2,12,8,2,3,5,2,4,5,6,7,6,6,6,3,6,12,11,6,6
"391","21639",0,3,0,8,4,4,3,4,6,7,9,5,11,8,6,4,8,8,10,9,11
"392","21640",0,0,2,1,1,1,3,1,5,2,3,3,2,2,1,1,1,2,5,3,3
"393","21641",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2
"394","21642",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","21643",3,1,4,10,9,5,6,2,8,9,9,14,7,16,9,14,13,11,12,18,10
"396","21644",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"397","21645",0,0,0,0,0,0,1,0,0,0,3,1,1,2,4,3,2,1,2,0,0
"398","21647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"399","21648",0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,1,1,0,0
"400","21649",0,0,1,1,0,1,0,0,0,1,0,0,2,1,1,0,0,0,2,2,3
"401","21650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"402","21651",1,0,2,1,3,2,2,1,7,3,3,2,3,2,2,3,2,2,5,1,1
"403","21652",0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"404","21653",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"405","21654",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
"406","21655",2,2,2,3,2,1,2,2,1,2,2,2,4,6,3,3,3,3,5,2,2
"407","21656",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","21657",1,0,1,0,4,0,1,1,0,1,0,0,1,1,0,0,0,0,1,2,0
"409","21658",0,1,2,3,1,1,3,3,3,3,3,1,0,3,2,1,0,0,1,1,2
"410","21659",0,1,2,0,0,1,0,0,1,2,1,1,2,0,0,1,1,0,3,0,1
"411","21660",2,0,1,4,5,0,2,2,2,2,3,2,3,5,6,2,3,5,5,6,3
"412","21661",0,3,3,5,3,2,4,1,1,2,3,4,3,5,2,2,3,1,2,2,9
"413","21662",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
"414","21663",0,1,1,3,1,1,2,2,4,3,3,0,2,0,0,0,1,0,0,0,1
"415","21664",0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,2,0,1,1,0,2
"416","21665",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","21666",0,7,4,8,11,9,9,11,8,13,8,13,8,19,14,13,6,19,16,12,17
"418","21667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"419","21668",1,1,3,1,3,1,2,0,2,1,1,2,0,1,0,2,1,4,3,0,3
"420","21669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","21670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","21671",0,0,0,0,2,2,0,0,0,3,1,0,0,0,3,0,0,1,1,0,0
"423","21672",0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,0,2,1,3,0,0
"424","21673",0,1,2,2,1,1,1,1,0,2,0,0,3,1,2,1,3,1,2,5,2
"425","21675",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
"426","21676",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"427","21677",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"428","21678",0,0,1,0,1,0,0,0,0,1,0,3,1,2,2,1,2,2,3,2,3
"429","21679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"430","21700",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","21701",13,13,21,29,24,39,25,20,49,51,41,52,40,45,48,46,53,46,63,46,34
"432","21702",0,5,7,13,4,1,4,8,8,11,7,8,17,17,9,11,6,18,23,20,12
"433","21703",3,6,13,24,16,13,18,18,18,15,20,26,24,22,25,29,31,30,33,28,25
"434","21704",0,0,3,4,7,1,9,5,8,17,6,4,6,7,10,5,4,10,16,10,9
"435","21705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","21706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","21708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","21710",1,0,0,5,1,2,1,3,2,3,2,0,2,3,1,2,3,2,1,2,3
"439","21711",0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0
"440","21713",2,1,9,8,6,5,5,9,5,10,9,6,7,10,4,2,5,7,9,5,11
"441","21714",0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0
"442","21715",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"443","21716",1,1,2,6,4,3,2,6,10,2,7,7,7,6,11,11,10,8,11,15,18
"444","21717",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","21718",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"446","21719",0,2,3,1,0,0,1,1,0,1,2,0,1,1,0,0,1,0,0,0,0
"447","21720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","21722",0,0,1,2,2,3,3,5,6,8,2,4,4,2,4,1,1,6,5,6,5
"449","21723",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
"450","21727",1,0,1,1,3,0,0,2,1,4,2,1,5,4,3,4,3,2,4,3,5
"451","21733",0,1,0,1,0,1,4,1,2,4,0,3,3,2,1,2,0,1,3,1,2
"452","21734",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
"453","21737",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"454","21738",0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"455","21740",13,15,33,35,32,24,34,35,42,59,44,52,44,62,52,56,47,56,59,56,50
"456","21742",0,12,13,8,16,9,11,10,11,15,14,18,15,17,15,24,14,19,34,19,15
"457","21744",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","21746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","21750",1,0,2,1,6,5,2,2,1,4,1,5,0,5,2,1,5,2,2,4,13
"460","21754",0,1,5,3,2,2,3,1,4,4,5,3,3,2,5,3,6,4,7,4,6
"461","21755",0,0,0,2,1,1,0,3,4,5,0,1,2,5,3,2,2,4,4,3,1
"462","21756",1,1,2,2,2,5,3,5,2,7,1,1,3,4,5,4,3,7,7,2,2
"463","21757",0,0,0,3,1,3,3,1,0,2,1,1,0,1,4,3,1,3,4,3,0
"464","21758",0,0,8,2,2,1,3,0,5,2,2,4,6,8,6,6,7,4,7,2,4
"465","21760",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"466","21762",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0
"467","21764",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","21766",0,0,1,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,3,0
"469","21767",0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,2,3,1
"470","21769",0,1,3,6,0,4,4,1,3,7,3,4,1,6,5,6,5,7,10,7,4
"471","21770",0,0,1,4,0,1,7,3,2,1,5,4,4,7,3,4,3,2,7,3,4
"472","21771",3,8,10,9,11,2,17,12,16,25,6,12,12,17,13,12,13,21,19,17,24
"473","21773",0,1,0,0,1,3,1,1,1,0,1,1,0,2,3,2,3,6,0,2,0
"474","21774",1,5,5,11,8,4,7,10,12,10,9,13,12,10,8,13,13,15,21,12,9
"475","21776",1,0,6,6,0,0,1,3,4,9,1,3,2,3,4,4,7,3,7,4,6
"476","21777",0,1,2,1,1,1,1,0,0,0,0,0,2,1,2,1,0,0,1,0,1
"477","21778",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,1,0,1
"478","21779",0,0,0,0,1,0,0,2,0,0,0,0,1,1,2,1,0,1,2,1,1
"479","21780",0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
"480","21782",1,0,5,4,3,7,5,0,6,5,7,2,3,5,5,7,10,4,5,3,4
"481","21783",2,2,1,1,4,4,6,2,9,5,10,6,3,5,7,11,2,12,4,10,10
"482","21784",2,10,17,12,18,14,14,9,26,23,16,16,20,15,25,16,27,20,18,21,14
"483","21787",0,1,4,5,5,6,5,6,11,8,5,6,14,11,8,11,13,13,23,19,8
"484","21788",2,1,9,8,7,8,9,6,4,10,9,14,7,9,10,12,7,4,15,14,16
"485","21790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","21791",0,3,2,0,2,2,2,1,4,2,1,3,4,4,7,6,4,6,3,2,8
"487","21793",2,2,4,6,0,2,6,2,6,13,2,5,8,11,8,8,14,9,9,11,9
"488","21794",0,0,0,3,0,1,1,1,0,1,1,0,2,0,2,2,2,1,2,0,3
"489","21795",0,1,4,7,3,4,1,6,6,4,3,6,2,7,6,3,5,6,2,0,6
"490","21797",2,2,1,4,2,1,6,0,3,3,2,3,2,5,4,6,6,3,6,2,7
"491","21798",0,0,0,0,0,0,1,0,2,1,1,2,1,0,0,0,0,1,3,1,0
"492","21801",2,4,5,7,10,14,7,17,22,18,15,11,15,25,19,19,20,13,28,21,28
"493","21802",0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
"494","21804",4,3,10,18,9,11,15,15,28,31,10,20,17,28,22,37,28,27,35,25,23
"495","21811",2,6,4,12,3,7,8,8,12,19,12,11,12,22,11,10,13,11,19,13,15
"496","21813",0,1,1,0,0,1,1,0,0,1,0,0,2,3,2,1,0,1,0,0,3
"497","21814",0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0
"498","21817",1,0,2,7,5,6,5,7,4,6,4,3,3,12,6,6,7,7,6,4,5
"499","21821",0,1,1,1,0,3,0,0,0,0,1,0,1,0,1,0,2,0,3,1,0
"500","21822",0,0,2,2,0,1,3,0,2,0,2,0,1,3,2,3,1,6,3,2,1
"501","21824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","21826",1,2,5,0,4,2,5,4,5,6,4,3,2,5,3,2,6,3,3,2,4
"503","21829",0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0
"504","21830",0,2,2,1,1,1,6,0,2,4,3,2,2,2,3,2,5,3,6,3,2
"505","21835",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"506","21837",1,1,2,3,3,3,2,2,1,2,1,2,3,5,3,4,2,2,6,2,2
"507","21838",0,0,1,2,1,1,1,2,3,2,2,1,2,1,2,1,0,4,1,3,2
"508","21840",0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,1,0
"509","21841",0,1,1,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,3,0,0
"510","21842",12,4,7,18,7,8,7,11,10,13,13,10,8,13,22,19,9,14,20,7,14
"511","21843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","21849",0,2,2,2,3,1,1,3,2,1,3,2,2,2,1,6,1,1,0,1,0
"513","21850",1,1,1,4,0,1,3,2,2,5,3,3,1,4,2,1,4,7,7,3,1
"514","21851",1,2,6,2,4,4,4,0,3,2,4,5,6,3,2,10,8,3,9,7,7
"515","21853",0,4,5,7,5,2,2,5,2,21,4,10,5,7,5,7,6,9,8,12,8
"516","21856",0,0,0,1,1,0,0,1,1,3,0,0,0,1,0,0,0,1,2,1,0
"517","21861",0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,3,0,2,3,0,1
"518","21862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","21863",0,1,1,3,1,2,2,1,2,5,2,2,4,4,3,7,2,5,3,3,6
"520","21864",0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,1,1,0,1,0,2
"521","21865",0,0,1,0,1,0,0,3,3,0,1,0,1,1,1,2,0,0,0,0,0
"522","21867",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"523","21869",0,2,3,1,0,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,4
"524","21871",0,0,3,1,0,0,1,1,2,2,4,0,0,3,3,2,2,1,4,2,0
"525","21872",1,0,0,1,0,0,1,1,1,1,0,2,0,1,0,1,0,0,2,0,1
"526","21874",1,0,0,1,1,2,0,0,3,1,1,1,2,3,2,2,2,4,1,0,0
"527","21875",0,4,3,4,8,1,8,4,9,8,5,9,7,12,7,5,10,15,21,12,7
"528","21890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","21901",4,7,15,13,11,12,13,10,12,15,11,17,13,17,21,18,16,20,26,19,11
"530","21903",1,3,1,3,1,2,3,7,1,4,5,10,6,5,8,8,8,6,15,11,9
"531","21904",1,2,2,1,5,4,2,3,2,5,4,3,2,10,10,5,5,10,9,5,3
"532","21906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533","21911",1,3,9,7,6,7,16,11,12,11,3,13,6,11,11,9,10,10,9,12,8
"534","21912",2,0,0,0,1,1,1,1,1,2,1,0,2,0,1,0,2,0,1,2,1
"535","21913",0,0,0,1,2,1,0,2,2,1,0,1,2,3,2,2,1,1,2,1,2
"536","21914",0,1,0,0,3,2,0,0,1,1,1,0,0,2,0,0,1,3,5,2,3
"537","21915",1,1,1,3,2,5,6,3,4,2,2,2,0,3,2,1,2,1,1,2,1
"538","21916",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","21917",0,0,0,3,4,1,2,2,1,2,2,4,2,2,2,3,2,1,0,2,2
"540","21918",0,0,1,2,0,0,1,2,3,4,0,1,1,1,1,4,2,2,4,1,2
"541","21919",0,2,3,3,1,5,3,4,2,5,2,3,3,3,6,4,4,2,1,1,2
"542","21920",0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,2
"543","21920",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,2
"544","21921",3,12,26,42,28,21,24,19,24,47,34,47,35,50,51,54,64,48,61,57,63
"545","21930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"546","23692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"547","No Zip Code",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
